FISCAL_YEAR,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,COMPLETED_50TH_PERCENTILE,COMPLETED_90TH_PERCENTILE
2019/20,Vancouver Island,Cowichan District Hospital,Myringotomy,0,19,2.1,8.1
2019/20,Vancouver Island,Cowichan District Hospital,Nasal Surgery,21,53,6.9,10.8
2019/20,Vancouver Island,Cowichan District Hospital,Nerve Surgery,6,<5,,
2019/20,Vancouver Island,Cowichan District Hospital,Oral Cavity & Pharynx Surgery,0,16,6.4,13.6
2019/20,Vancouver Island,Cowichan District Hospital,Other Ear Surgery,<5,0,,
2019/20,Vancouver Island,Cowichan District Hospital,Other Eye Surgery,<5,16,0.7,6.7
2019/20,Vancouver Island,Cowichan District Hospital,Other Joint Reconstruction,20,36,8.4,21.6
2019/20,Vancouver Island,Cowichan District Hospital,Other Orthopaedic Surgery,41,70,7.4,26.3
2019/20,Vancouver Island,Cowichan District Hospital,Other Urology Surgery,12,89,4.3,15.3
2019/20,Vancouver Island,Cowichan District Hospital,Prostate Surgery,20,83,7.1,18
2019/20,Vancouver Island,Cowichan District Hospital,Rectal Surgery,<5,21,4.9,11.6
2019/20,Vancouver Island,Cowichan District Hospital,Shoulder Surgery,159,80,28.4,69.3
2019/20,Vancouver Island,Cowichan District Hospital,Sinus Surgery,<5,<5,,
2019/20,Vancouver Island,Cowichan District Hospital,Skin Surgery,<5,<5,,
2019/20,Vancouver Island,Cowichan District Hospital,Skin Tumour Removal,7,16,6.3,10.8
2019/20,Vancouver Island,Cowichan District Hospital,Tendon Surgery,10,14,9.2,17.8
2019/20,Vancouver Island,Cowichan District Hospital,Tonsillectomy/Adenoidectomy,20,108,8.1,16.2
2019/20,Vancouver Island,Cowichan District Hospital,Uterine Surgery,63,206,7.9,22.9
2019/20,Vancouver Island,Cowichan District Hospital,Vaginal Repair,<5,5,7,11.1
2019/20,Vancouver Island,Cowichan District Hospital,Vascular Surgery - Other,0,9,1.6,3.1
2019/20,Vancouver Island,Cowichan District Hospital,Wound/Laceration Care,<5,15,4.3,18.1
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Abdominoplasty,8,14,7.6,56.7
2019/20,Vancouver Island,Nanaimo Regional General Hospital,All Other Procedures,30,186,3,14.4
2019/20,Vancouver Island,Nanaimo Regional General Hospital,All Procedures,"4,376","9,985",8.4,40.9
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Appendectomy,<5,7,8,10.9
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Biopsy in OR,21,104,2.1,15.2
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Bladder Surgery,19,275,1.7,4.8
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Bowel Resection,13,125,2.9,10.9
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Breast Biopsy,<5,22,2.3,6.9
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Breast Reconstruction,14,41,8.6,26
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Breast Reduction,20,60,22.1,49.8
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Cataract Surgery,"2,455","2,865",26,54
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Cholecystectomy,31,146,6,20
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Colostomy/Ileostomy,9,24,11.1,24.9
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Cone Biopsy,<5,8,1.6,10.6
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Cyst/Ganglion Removal,10,52,3.8,13.3
2019/20,Vancouver Island,Nanaimo Regional General Hospital,D&C and Related Surgery,22,100,6.1,20
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Dental Surgery,397,681,13,28.1
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Esophagectomy,<5,0,,
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Examination Under Anaesthetic,<5,29,3.1,12.1
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Excision Gynecomastia,<5,<5,,
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Excision Lesion/Tumour,20,91,4.6,18
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Facial Bone Reconstruction,40,100,14.8,25.9
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Fallopian Tube/Ovarian Surgery,35,157,4.4,16.1
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Fistula Repair - Non Vascular,<5,<5,,
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Foot/Ankle Surgery,<5,9,8,16.3
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Foreign Body Removal Surgery,0,6,3.6,7.4
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Fracture Repair,<5,20,1.5,5.9
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Free Flap Graft,<5,<5,,
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Gastrostomy/Jejunostomy,0,<5,,
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Hand/Wrist Surgery,6,41,1.6,5.4
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Hernia Repair - Abdominal,136,511,10,26
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Hernia Repair - Hiatal,<5,5,12.9,19.2
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Hip Replacement,72,375,9.3,16
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Kidney/Bladder Stone Removal,<5,44,2.1,6.4
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Knee - ACL Repair,18,47,5.1,13.7
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Knee - Meniscectomy,<5,7,3.4,10.8
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Knee Arthroscopy,28,98,4.9,14.4
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Knee Replacement,127,478,10.9,24.8
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Laparoscopy,5,26,9.4,22.6
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Laparotomy,<5,<5,,
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Lens & Vitreous (non-cataract) Surgery,0,<5,,
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Ligament Surgery,0,7,2.6,18.5
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Lipectomy,<5,0,,
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Male Reproductive Surgery,9,69,3.4,11
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Mastectomy,14,194,1.6,5
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Mastoidectomy,7,19,5,26.4
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Myringotomy,18,69,6.6,14.5
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Nasal Surgery,58,122,17.1,33.1
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Nerve Surgery,<5,21,1.9,10.6
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Oral Cavity & Pharynx Surgery,74,95,24.9,58.1
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Other Ear Surgery,<5,<5,,
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Other Eye Surgery,71,104,5.5,44.4
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Other Joint Reconstruction,14,74,6.2,25.4
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Other Orthopaedic Surgery,45,205,4.6,16.4
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Other Urology Surgery,29,479,1.1,4.7
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Parotidectomy,8,19,18.6,29.3
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Prostate Surgery,30,238,3,8.6
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Rectal Surgery,35,95,8,27.9
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Shoulder Surgery,81,104,12.5,29.4
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Sinus Surgery,30,72,11.3,38.5
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Skin Surgery,5,20,3.5,18
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Skin Tumour Removal,56,175,1.9,6.8
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Sphincterotomy,<5,<5,,
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Spinal/Back Surgery,0,16,0.9,2.7
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Tendon Surgery,6,27,1.9,10.6
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Thyroidectomy,12,34,19.4,26.1
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Tonsillectomy/Adenoidectomy,38,103,17,35.1
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Tympanoplasty,5,23,12.3,36.6
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Uterine Surgery,133,711,4.3,18.1
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Vaginal Repair,22,48,9.7,24.9
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Varicose Veins Ligation/Stripping,<5,<5,,
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Vascular Surgery - Other,<5,40,1.1,3.6
2019/20,Vancouver Island,Nanaimo Regional General Hospital,Wound/Laceration Care,5,24,3.4,25.9
2019/20,Vancouver Island,Royal Jubilee Hospital,Abdominoplasty,39,47,11.3,29.6
2019/20,Vancouver Island,Royal Jubilee Hospital,All Other Procedures,137,628,4.9,18.6
2019/20,Vancouver Island,Royal Jubilee Hospital,All Procedures,"5,910","15,636",7,26.4
2019/20,Vancouver Island,Royal Jubilee Hospital,Aortic Aneurysm Repair,6,78,3.4,10.5
2019/20,Vancouver Island,Royal Jubilee Hospital,Appendectomy,<5,8,5,27
2019/20,Vancouver Island,Royal Jubilee Hospital,Bariatric Surgery,53,181,7.9,16.3
2019/20,Vancouver Island,Royal Jubilee Hospital,Biopsy in OR,28,116,3.1,12.6
2019/20,Vancouver Island,Royal Jubilee Hospital,Bladder Surgery,7,219,3.1,7.8
2019/20,Vancouver Island,Royal Jubilee Hospital,Bowel Resection,33,196,5.1,20
2019/20,Vancouver Island,Royal Jubilee Hospital,Breast Biopsy,<5,7,2.1,2.6
2019/20,Vancouver Island,Royal Jubilee Hospital,Breast Reconstruction,88,188,6.9,45.9
2019/20,Vancouver Island,Royal Jubilee Hospital,Breast Reduction,237,279,16.3,76.6
2019/20,Vancouver Island,Royal Jubilee Hospital,Cataract Surgery,"1,679","4,964",6.1,28.1
2019/20,Vancouver Island,Royal Jubilee Hospital,Cholecystectomy,54,124,7.4,29.5
2019/20,Vancouver Island,Royal Jubilee Hospital,Colostomy/Ileostomy,9,14,11.8,22.6
2019/20,Vancouver Island,Royal Jubilee Hospital,Cranial Surgery,<5,<5,,
2019/20,Vancouver Island,Royal Jubilee Hospital,Cyst/Ganglion Removal,28,57,4,17.7
2019/20,Vancouver Island,Royal Jubilee Hospital,D&C and Related Surgery,<5,0,,
2019/20,Vancouver Island,Royal Jubilee Hospital,Dental Surgery,40,154,6.1,13
2019/20,Vancouver Island,Royal Jubilee Hospital,Endarterectomy,65,146,5.9,36.5
2019/20,Vancouver Island,Royal Jubilee Hospital,Esophagectomy,11,37,8.1,17.7
2019/20,Vancouver Island,Royal Jubilee Hospital,Examination Under Anaesthetic,0,<5,,
2019/20,Vancouver Island,Royal Jubilee Hospital,Excision Gynecomastia,16,24,12.4,40.9
2019/20,Vancouver Island,Royal Jubilee Hospital,Excision Lesion/Tumour,27,90,5.6,23.5
2019/20,Vancouver Island,Royal Jubilee Hospital,Facial Bone Reconstruction,<5,16,7.7,18.6
2019/20,Vancouver Island,Royal Jubilee Hospital,Fistula Repair - Non Vascular,<5,<5,,
2019/20,Vancouver Island,Royal Jubilee Hospital,Foot/Ankle Surgery,<5,7,7.3,20.5
2019/20,Vancouver Island,Royal Jubilee Hospital,Foreign Body Removal Surgery,0,<5,,
2019/20,Vancouver Island,Royal Jubilee Hospital,Fracture Repair,<5,33,0.6,8
2019/20,Vancouver Island,Royal Jubilee Hospital,Free Flap Graft,<5,22,3.6,7.1
2019/20,Vancouver Island,Royal Jubilee Hospital,Gastrostomy/Jejunostomy,0,<5,,
2019/20,Vancouver Island,Royal Jubilee Hospital,Hand/Wrist Surgery,176,710,4.8,19
2019/20,Vancouver Island,Royal Jubilee Hospital,Hernia Repair - Abdominal,283,403,12.1,32
2019/20,Vancouver Island,Royal Jubilee Hospital,Hernia Repair - Hiatal,17,60,10.8,30.4
2019/20,Vancouver Island,Royal Jubilee Hospital,Hip Replacement,430,772,12.3,19.4
2019/20,Vancouver Island,Royal Jubilee Hospital,Kidney/Bladder Stone Removal,61,208,4.4,22
2019/20,Vancouver Island,Royal Jubilee Hospital,Knee - ACL Repair,61,123,16.7,26.1
2019/20,Vancouver Island,Royal Jubilee Hospital,Knee - Meniscectomy,12,39,9.1,23.2
2019/20,Vancouver Island,Royal Jubilee Hospital,Knee Arthroscopy,78,146,13.8,29.8
2019/20,Vancouver Island,Royal Jubilee Hospital,Knee Replacement,523,"1,108",12.6,20
2019/20,Vancouver Island,Royal Jubilee Hospital,Laparoscopy,0,<5,,
2019/20,Vancouver Island,Royal Jubilee Hospital,Laparotomy,0,<5,,
2019/20,Vancouver Island,Royal Jubilee Hospital,Lens & Vitreous (non-cataract) Surgery,129,492,6.4,20
2019/20,Vancouver Island,Royal Jubilee Hospital,Ligament Surgery,<5,8,3.6,11.8
2019/20,Vancouver Island,Royal Jubilee Hospital,Lipectomy,5,<5,,
2019/20,Vancouver Island,Royal Jubilee Hospital,Lung Surgery,0,5,1,7.2
2019/20,Vancouver Island,Royal Jubilee Hospital,Male Reproductive Surgery,29,119,3,24.5
2019/20,Vancouver Island,Royal Jubilee Hospital,Mastectomy,36,220,3.1,8
2019/20,Vancouver Island,Royal Jubilee Hospital,Mastoidectomy,0,<5,,
2019/20,Vancouver Island,Royal Jubilee Hospital,Myringotomy,<5,0,,
2019/20,Vancouver Island,Royal Jubilee Hospital,Nasal Surgery,38,26,13.7,67.5
2019/20,Vancouver Island,Royal Jubilee Hospital,Nerve Surgery,21,108,3,13.6
2019/20,Vancouver Island,Royal Jubilee Hospital,Oral Cavity & Pharynx Surgery,<5,6,9.9,12.4
2019/20,Vancouver Island,Royal Jubilee Hospital,Other Ear Surgery,0,<5,,
2019/20,Vancouver Island,Royal Jubilee Hospital,Other Eye Surgery,175,518,4.9,19
2019/20,Vancouver Island,Royal Jubilee Hospital,Other Joint Reconstruction,18,50,9.1,26
2019/20,Vancouver Island,Royal Jubilee Hospital,Other Orthopaedic Surgery,66,256,7.4,21.7
2019/20,Vancouver Island,Royal Jubilee Hospital,Other Urology Surgery,48,379,3.3,10.1
2019/20,Vancouver Island,Royal Jubilee Hospital,Parotidectomy,34,42,12.2,82.6
2019/20,Vancouver Island,Royal Jubilee Hospital,Prostate Surgery,89,479,4.1,30.3
2019/20,Vancouver Island,Royal Jubilee Hospital,Rectal Surgery,34,71,16.3,36.6
2019/20,Vancouver Island,Royal Jubilee Hospital,Rib Resection,<5,8,7.8,13.8
2019/20,Vancouver Island,Royal Jubilee Hospital,Scope of Chest,32,324,4,9.4
2019/20,Vancouver Island,Royal Jubilee Hospital,Shoulder Surgery,74,119,16.9,44.1
2019/20,Vancouver Island,Royal Jubilee Hospital,Sinus Surgery,6,19,5.7,50.2
2019/20,Vancouver Island,Royal Jubilee Hospital,Skin Surgery,31,73,4.6,33.5
2019/20,Vancouver Island,Royal Jubilee Hospital,Skin Tumour Removal,97,312,3.9,15.1
2019/20,Vancouver Island,Royal Jubilee Hospital,Sphincterotomy,<5,<5,,
2019/20,Vancouver Island,Royal Jubilee Hospital,Spinal/Back Surgery,<5,6,1.5,4.6
2019/20,Vancouver Island,Royal Jubilee Hospital,Tendon Surgery,15,33,2.6,16.4
2019/20,Vancouver Island,Royal Jubilee Hospital,Thoracotomy,<5,8,6.1,11.4
2019/20,Vancouver Island,Royal Jubilee Hospital,Thyroidectomy,68,95,24,86.8
2019/20,Vancouver Island,Royal Jubilee Hospital,Tonsillectomy/Adenoidectomy,18,8,2.8,19
2019/20,Vancouver Island,Royal Jubilee Hospital,Uterine Surgery,0,<5,,
2019/20,Vancouver Island,Royal Jubilee Hospital,Vaginal Repair,<5,<5,,
2019/20,Vancouver Island,Royal Jubilee Hospital,Varicose Veins Ligation/Stripping,435,275,42.9,189.5
2019/20,Vancouver Island,Royal Jubilee Hospital,Vascular Bypass Graft - Non Cardiac,55,113,5.3,47.1
2019/20,Vancouver Island,Royal Jubilee Hospital,Vascular Surgery - Other,112,187,6.7,27.2
2019/20,Vancouver Island,Royal Jubilee Hospital,Wound/Laceration Care,15,48,5.4,24.4
2019/20,Vancouver Island,Saanich Peninsula Hospital,All Other Procedures,0,<5,,
2019/20,Vancouver Island,Saanich Peninsula Hospital,All Procedures,654,"2,347",7.9,25
2019/20,Vancouver Island,Saanich Peninsula Hospital,Appendectomy,<5,<5,,
2019/20,Vancouver Island,Saanich Peninsula Hospital,Biopsy in OR,5,18,5.6,23
2019/20,Vancouver Island,Saanich Peninsula Hospital,Breast Biopsy,0,<5,,
2019/20,Vancouver Island,Saanich Peninsula Hospital,Breast Reconstruction,8,20,12.5,49.3
2019/20,Vancouver Island,Saanich Peninsula Hospital,Breast Reduction,34,69,17.9,32.5
2019/20,Vancouver Island,Saanich Peninsula Hospital,Cataract Surgery,100,666,7.1,9.7
2019/20,Vancouver Island,Saanich Peninsula Hospital,Cholecystectomy,8,64,6.1,16.6
2019/20,Vancouver Island,Saanich Peninsula Hospital,Cyst/Ganglion Removal,20,40,7.6,20.6
2019/20,Vancouver Island,Saanich Peninsula Hospital,D&C and Related Surgery,8,33,6.1,10.6
2019/20,Vancouver Island,Saanich Peninsula Hospital,Dental Surgery,74,211,6.7,13.6
2019/20,Vancouver Island,Saanich Peninsula Hospital,Examination Under Anaesthetic,<5,7,2.9,5.5
2019/20,Vancouver Island,Saanich Peninsula Hospital,Excision Gynecomastia,<5,0,,
2019/20,Vancouver Island,Saanich Peninsula Hospital,Excision Lesion/Tumour,0,15,8,16.6
2019/20,Vancouver Island,Saanich Peninsula Hospital,Fallopian Tube/Ovarian Surgery,13,20,5.8,10.9
2019/20,Vancouver Island,Saanich Peninsula Hospital,Foot/Ankle Surgery,6,10,18.9,38
2019/20,Vancouver Island,Saanich Peninsula Hospital,Foreign Body Removal Surgery,<5,<5,,
2019/20,Vancouver Island,Saanich Peninsula Hospital,Fracture Repair,0,<5,,
2019/20,Vancouver Island,Saanich Peninsula Hospital,Free Flap Graft,<5,<5,,
2019/20,Vancouver Island,Saanich Peninsula Hospital,Hand/Wrist Surgery,8,64,5.2,16.4
2019/20,Vancouver Island,Saanich Peninsula Hospital,Hernia Repair - Abdominal,67,239,7,18
2019/20,Vancouver Island,Saanich Peninsula Hospital,Knee - ACL Repair,10,31,14.9,25
2019/20,Vancouver Island,Saanich Peninsula Hospital,Knee - Meniscectomy,8,23,13,22.5
2019/20,Vancouver Island,Saanich Peninsula Hospital,Knee Arthroscopy,52,178,18,34.8
2019/20,Vancouver Island,Saanich Peninsula Hospital,Laparoscopy,<5,<5,,
2019/20,Vancouver Island,Saanich Peninsula Hospital,Laparotomy,0,<5,,
2019/20,Vancouver Island,Saanich Peninsula Hospital,Lens & Vitreous (non-cataract) Surgery,0,<5,,
2019/20,Vancouver Island,Saanich Peninsula Hospital,Lipectomy,<5,0,,
2019/20,Vancouver Island,Saanich Peninsula Hospital,Mastectomy,56,110,28.6,54.3
2019/20,Vancouver Island,Saanich Peninsula Hospital,Myringotomy,0,<5,,
2019/20,Vancouver Island,Saanich Peninsula Hospital,Nasal Surgery,8,25,35,50.2
2019/20,Vancouver Island,Saanich Peninsula Hospital,Nerve Surgery,0,7,5.9,11.1
2019/20,Vancouver Island,Saanich Peninsula Hospital,Other Eye Surgery,8,43,5.7,9.5
2019/20,Vancouver Island,Saanich Peninsula Hospital,Other Joint Reconstruction,25,69,9.7,27.7
2019/20,Vancouver Island,Saanich Peninsula Hospital,Other Orthopaedic Surgery,55,164,11,25.9
2019/20,Vancouver Island,Saanich Peninsula Hospital,Rectal Surgery,16,28,5.6,15.6
2019/20,Vancouver Island,Saanich Peninsula Hospital,Sinus Surgery,<5,14,30.4,50.9
2019/20,Vancouver Island,Saanich Peninsula Hospital,Skin Surgery,<5,<5,,
2019/20,Vancouver Island,Saanich Peninsula Hospital,Skin Tumour Removal,10,40,5.1,24.2
2019/20,Vancouver Island,Saanich Peninsula Hospital,Tendon Surgery,8,15,9,36.3
2019/20,Vancouver Island,Saanich Peninsula Hospital,Tonsillectomy/Adenoidectomy,0,16,22.6,47.6
2019/20,Vancouver Island,Saanich Peninsula Hospital,Tympanoplasty,<5,0,,
2019/20,Vancouver Island,Saanich Peninsula Hospital,Uterine Surgery,22,69,6.1,10.5
2019/20,Vancouver Island,Saanich Peninsula Hospital,Vaginal Repair,<5,5,8.1,14.7
